Identificador;Nombres;Apellidos;Edad;E_mail;Ciudad;Juegos;Series;;;;;;;;
1134709383;milena;martinez;29;milenamartinez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709384;luz;vargas;21;luzvargas@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709385;daniela;ramirez;41;danielaramirez@unal.edu.co;tunja;1;1;;;;;;;;
1134709386;carlos;ortiz;38;carlosortiz@unal.edu.co;manizales;1;1;;;;;;;;
1134709387;liliana;hernandez;45;lilianahernandez@unal.edu.co;tunja;1;1;;;;;;;;
1134709388;luis;rodriguez;34;luisrodriguez@unal.edu.co;medellin;1;1;;;;;;;;
1134709389;nicolas;castro;19;nicolascastro@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709390;pedro;ramirez;22;pedroramirez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709391;pedro;garcia;39;pedrogarcia@unal.edu.co;medellin;1;1;;;;;;;;
1134709392;santiago;diaz;26;santiagodiaz@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709393;luisa;ruiz;34;luisaruiz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709394;susana;garcia;42;susanagarcia@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709395;luz;perez;27;luzperez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709396;daniela;ortiz;39;danielaortiz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709397;juan;gutierrez;33;juangutierrez@unal.edu.co;popayan;1;1;;;;;;;;
1134709398;luz;hernandez;44;luzhernandez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709399;carlos;lopez;16;carloslopez@unal.edu.co;medellin;1;1;;;;;;;;
1134709400;pedro;hernandez;41;pedrohernandez@unal.edu.co;medellin;1;1;;;;;;;;
1134709401;luis;lopez;22;luislopez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709402;marina;ramirez;25;marinaramirez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709403;luis;rodriguez;27;luisrodriguez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709404;milena;diaz;43;milenadiaz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709405;carlos;martinez;37;carlosmartinez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709406;liliana;martinez;44;lilianamartinez@unal.edu.co;medellin;1;1;;;;;;;;
1134709407;carlos;sanchez;32;carlossanchez@unal.edu.co;tunja;1;1;;;;;;;;
1134709408;liliana;vargas;38;lilianavargas@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709409;maria;garcia;29;mariagarcia@unal.edu.co;medellin;1;1;;;;;;;;
1134709410;samuel;ortiz;22;samuelortiz@unal.edu.co;bogota;1;1;;;;;;;;
1134709411;luz;ortiz;32;luzortiz@unal.edu.co;tunja;1;1;;;;;;;;
1134709412;sebastian;lopez;42;sebastianlopez@unal.edu.co;cali;1;1;;;;;;;;
1134709413;santiago;martinez;42;santiagomartinez@unal.edu.co;popayan;1;1;;;;;;;;
1134709414;nicolas;ruiz;28;nicolasruiz@unal.edu.co;cali;1;1;;;;;;;;
1134709415;daniela;martinez;34;danielamartinez@unal.edu.co;manizales;1;1;;;;;;;;
1134709416;susana;vargas;23;susanavargas@unal.edu.co;cali;1;1;;;;;;;;
1134709417;luis;perez;36;luisperez@unal.edu.co;popayan;1;1;;;;;;;;
1134709418;pedro;ramirez;39;pedroramirez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709419;jose;hernandez;36;josehernandez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709420;luisa;gomez;31;luisagomez@unal.edu.co;cali;1;1;;;;;;;;
1134709421;marina;sanchez;43;marinasanchez@unal.edu.co;cali;1;1;;;;;;;;
1134709422;ana;castro;21;anacastro@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709423;susana;gomez;28;susanagomez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709424;sebastian;lopez;16;sebastianlopez@unal.edu.co;tunja;1;1;;;;;;;;
1134709425;pedro;garcia;21;pedrogarcia@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709426;nicolas;moreno;18;nicolasmoreno@unal.edu.co;cali;1;1;;;;;;;;
1134709427;jose;ramirez;35;joseramirez@unal.edu.co;tunja;1;1;;;;;;;;
1134709428;juan;diaz;25;juandiaz@unal.edu.co;medellin;1;1;;;;;;;;
1134709429;nicolas;diaz;27;nicolasdiaz@unal.edu.co;medellin;1;1;;;;;;;;
1134709430;samuel;ruiz;30;samuelruiz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709431;alejandro;gutierrez;18;alejandrogutierrez@unal.edu.co;tunja;1;1;;;;;;;;
1134709432;luz;diaz;29;luzdiaz@unal.edu.co;cali;1;1;;;;;;;;
1134709433;luisa;perez;18;luisaperez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709434;jose;lopez;32;joselopez@unal.edu.co;bogota;1;1;;;;;;;;
1134709435;nicolas;torres;32;nicolastorres@unal.edu.co;popayan;1;1;;;;;;;;
1134709436;daniela;ruiz;33;danielaruiz@unal.edu.co;manizales;1;1;;;;;;;;
1134709437;nicolas;ortiz;29;nicolasortiz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709438;carlos;gonzalez;34;carlosgonzalez@unal.edu.co;bogota;1;1;;;;;;;;
1134709439;carlos;sanchez;23;carlossanchez@unal.edu.co;manizales;1;1;;;;;;;;
1134709440;santiago;ramirez;37;santiagoramirez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709441;luis;gutierrez;44;luisgutierrez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709442;santiago;perez;24;santiagoperez@unal.edu.co;tunja;1;1;;;;;;;;
1134709443;luisa;rojas;19;luisarojas@unal.edu.co;cartagena;1;1;;;;;;;;
1134709444;marina;diaz;32;marinadiaz@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709445;alejandro;ruiz;36;alejandroruiz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709446;nicolas;rodriguez;28;nicolasrodriguez@unal.edu.co;bogota;1;1;;;;;;;;
1134709447;sandra;rojas;21;sandrarojas@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709448;nicolas;jimenez;29;nicolasjimenez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709449;sebastian;sanchez;30;sebastiansanchez@unal.edu.co;tunja;1;1;;;;;;;;
1134709450;luz;garcia;16;luzgarcia@unal.edu.co;popayan;1;1;;;;;;;;
1134709451;luz;lopez;16;luzlopez@unal.edu.co;bogota;1;1;;;;;;;;
1134709452;sebastian;torres;23;sebastiantorres@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709453;luz;rojas;42;luzrojas@unal.edu.co;bogota;1;1;;;;;;;;
1134709454;samuel;ramirez;45;samuelramirez@unal.edu.co;medellin;1;1;;;;;;;;
1134709455;ana;ortiz;16;anaortiz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709456;milena;sanchez;41;milenasanchez@unal.edu.co;bogota;1;1;;;;;;;;
1134709457;alejandro;ortiz;25;alejandroortiz@unal.edu.co;bogota;1;1;;;;;;;;
1134709458;daniela;martinez;29;danielamartinez@unal.edu.co;popayan;1;1;;;;;;;;
1134709459;ana;perez;24;anaperez@unal.edu.co;manizales;1;1;;;;;;;;
1134709460;luz;vargas;40;luzvargas@unal.edu.co;cali;1;1;;;;;;;;
1134709461;marina;gutierrez;33;marinagutierrez@unal.edu.co;manizales;1;1;;;;;;;;
1134709462;luis;castro;33;luiscastro@unal.edu.co;popayan;1;1;;;;;;;;
1134709463;juan;ramirez;32;juanramirez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709464;luisa;vargas;34;luisavargas@unal.edu.co;tunja;1;1;;;;;;;;
1134709465;luis;martinez;27;luismartinez@unal.edu.co;manizales;1;1;;;;;;;;
1134709466;luz;martinez;19;luzmartinez@unal.edu.co;manizales;1;1;;;;;;;;
1134709467;liliana;diaz;27;lilianadiaz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709468;liliana;lopez;19;lilianalopez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709469;liliana;rojas;41;lilianarojas@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709470;sebastian;rojas;27;sebastianrojas@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709471;pedro;ruiz;21;pedroruiz@unal.edu.co;medellin;1;1;;;;;;;;
1134709472;luz;castro;16;luzcastro@unal.edu.co;cartagena;1;1;;;;;;;;
1134709473;alejandro;ortiz;22;alejandroortiz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709474;sebastian;rodriguez;38;sebastianrodriguez@unal.edu.co;tunja;1;1;;;;;;;;
1134709475;carlos;gutierrez;26;carlosgutierrez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709476;luis;vargas;19;luisvargas@unal.edu.co;bogota;1;1;;;;;;;;
1134709477;liliana;hernandez;37;lilianahernandez@unal.edu.co;tunja;1;1;;;;;;;;
1134709478;susana;ruiz;37;susanaruiz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709479;nicolas;vargas;38;nicolasvargas@unal.edu.co;medellin;1;1;;;;;;;;
1134709480;daniela;gomez;30;danielagomez@unal.edu.co;medellin;1;1;;;;;;;;
1134709481;susana;perez;34;susanaperez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709482;ana;gomez;43;anagomez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709483;alejandro;torres;25;alejandrotorres@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709484;samuel;sanchez;24;samuelsanchez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709485;alejandro;hernandez;21;alejandrohernandez@unal.edu.co;manizales;1;1;;;;;;;;
1134709486;sandra;hernandez;43;sandrahernandez@unal.edu.co;medellin;1;1;;;;;;;;
1134709487;milena;jimenez;23;milenajimenez@unal.edu.co;popayan;1;1;;;;;;;;
1134709488;luz;gomez;17;luzgomez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709489;santiago;torres;30;santiagotorres@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709490;samuel;gomez;38;samuelgomez@unal.edu.co;medellin;1;1;;;;;;;;
1134709491;liliana;gomez;17;lilianagomez@unal.edu.co;bogota;1;1;;;;;;;;
1134709492;ana;torres;45;anatorres@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709493;liliana;gonzalez;23;lilianagonzalez@unal.edu.co;popayan;1;1;;;;;;;;
1134709494;alejandro;gomez;18;alejandrogomez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709495;daniela;lopez;38;danielalopez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709496;carlos;ortiz;23;carlosortiz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709497;nicolas;hernandez;36;nicolashernandez@unal.edu.co;manizales;1;1;;;;;;;;
